host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Charles,26,2019-06-25,1.01,1,3591955
Andreas,131,2019-06-24,4.9,1,70601471
Kevin,31,2019-05-22,1.2,1,17247848
Wendy,2,2017-05-31,0.08,1,125833008
David,112,2019-07-05,4.22,2,120804342
Christian,1,2017-04-27,0.04,1,15069930
Kristen,16,2018-09-24,0.6,1,121400000
William,0,,,1,44785461
Ivanna,95,2019-05-31,3.52,1,3656008
Erik,14,2019-07-06,0.54,1,29950960
Christopher,58,2019-06-22,2.5,2,57641560
Ariel,3,2017-08-17,0.12,1,3600065
Kyra,22,2018-08-05,0.81,1,20899650
Myles,60,2019-06-30,3.22,2,125914985
Yaroslav,3,2018-08-21,0.13,1,6358504
Paula,1,2018-12-02,0.14,1,62466309
Patrick,5,2017-12-16,0.19,1,23269913
Matthew,1,2018-08-01,0.09,1,28260191
Anthony,0,,,1,22307295
Shanta,71,2019-06-21,2.66,1,125589679
Nir,3,2019-01-02,0.36,1,126015118
Posh,3,2017-06-05,0.11,1,64425305
Deri,1,2017-05-01,0.04,1,27442469
Faye,56,2019-07-07,2.09,3,72603148
Patrick,2,2017-09-04,0.08,1,122495279
Tianchen,4,2017-05-29,0.15,1,106932244
Bobby,1,2017-05-03,0.04,1,126101478
Andrew,25,2017-07-20,0.93,1,126110994
Jeff,109,2019-06-21,4.04,1,22769654
"Destiny ""Bunmi""",3,2017-11-18,0.12,1,2331158
Audrey,16,2019-05-25,0.61,1,60022283
Anastasia,8,2017-08-28,0.33,1,17049693
Alisa,25,2018-07-17,1.02,1,19377326
Brett,17,2018-01-03,0.72,1,23168773
Maurizio,0,,,1,125654433
Tiff & David,11,2017-12-12,0.42,1,100288
John,0,,,2,101262003
Mckenzie,10,2018-12-11,0.37,1,64351850
Victoria,15,2019-06-23,1.01,1,43089949
Audrey,32,2019-06-26,1.29,4,126176275
Alexander,159,2019-06-30,5.88,2,122265852
Krishaine,2,2017-05-16,0.08,1,125585107
Yara,87,2019-06-29,3.28,1,57192926
Seeranie,102,2019-06-23,4.02,2,126247863
Devon,3,2018-08-18,0.14,8,63417081
Gil,2,2017-04-21,0.07,1,18184562
Osa,23,2019-06-03,0.89,3,99608108
Aiya,11,2018-07-10,0.46,1,3955533
Charlotte,6,2017-10-08,0.24,1,126292511
Shawn,0,,,1,13058935
Kricket,7,2018-12-01,0.26,1,126311719
Lane,1,2017-05-29,0.04,1,106130636
Joseph,2,2017-05-09,0.08,1,1495058
Grace,16,2017-10-22,0.61,1,20175399
Christian,0,,,1,125438374
Mark,34,2019-06-23,1.31,1,21380187
Helen,68,2019-06-30,2.55,1,5949541
Michelle,88,2019-06-15,3.32,2,87766324
Jayson,1,2017-05-21,0.04,1,39442448
Oleg,0,,,1,44453334
Nic,2,2017-05-20,0.08,1,126420866
Shesh,18,2019-05-04,0.69,1,28462809
Theodore,4,2019-05-31,0.92,1,13816539
Sarah,21,2017-11-26,0.79,1,77501050
Anndean,9,2019-06-15,0.36,1,126444590
Andy,0,,,1,18167404
Joy,26,2019-06-15,1.07,1,126451493
Ashley,15,2018-04-29,0.62,1,57531995
Alex,155,2019-07-01,5.74,3,126168966
Vidula,1,2017-06-05,0.04,1,1918417
Erika,33,2019-05-20,1.36,1,8008110
Julie,4,2017-09-04,0.16,2,68579384
Tynan,3,2017-05-25,0.11,1,17393160
Donald,4,2017-05-24,0.15,1,3140916
Grace,0,,,1,33608519
Maneto,18,2019-06-30,0.69,1,18692297
Judith,5,2019-07-01,0.24,1,2308459
Grace,8,2017-10-15,0.3,1,33943711
Ashley,0,,,1,13540183
Felicia,98,2019-07-02,3.67,1,126592760
Sheena,0,,,1,95994558
Sally,6,2018-09-02,0.23,2,33646389
Only One,83,2019-06-25,3.19,2,114548258
Tiago,4,2017-10-23,0.18,1,67986867
Joe,7,2018-04-02,0.26,1,26634538
Faith,31,2019-06-08,1.16,2,126632094
Lydia,4,2017-05-22,0.15,1,55778523
Sarah,7,2017-05-22,0.26,1,126643339
T,43,2019-06-01,1.65,1,3341119
Henrietta,2,2019-06-20,0.11,1,126663154
Virginie,1,2019-07-03,1.0,1,37901086
Mich,71,2019-06-27,2.67,1,4111729
Sam,79,2019-06-26,3.03,1,63238467
Lara,9,2019-06-08,0.34,2,1507779
Femi & Toya,39,2019-06-15,1.46,1,22591747
Natalya,141,2019-06-24,5.63,1,64964534
Martin & Christine,59,2019-06-23,2.92,1,94648262
Ben,3,2019-01-06,0.13,3,72377141
Oleg,29,2019-06-27,1.11,1,5641114
Amanda,7,2017-12-31,0.27,1,17449165
John,11,2019-05-30,0.42,1,20017962
Reuben,6,2018-10-08,0.23,1,42928837
Thomas,0,,,2,2141311
Leah,8,2018-05-06,0.32,1,5140287
Tasny,84,2019-06-24,3.15,1,125545452
Alexisz Tamás,11,2018-10-17,0.48,1,27670418
Alice,1,2017-09-04,0.04,1,106068562
Monika,0,,,1,22089161
Marc,7,2017-08-29,0.26,2,327033
Sarah,0,,,1,1390999
Alexandria,53,2019-06-15,2.01,1,3859814
Jinny,1,2017-05-07,0.04,1,15303279
Mélodie,0,,,1,25221153
Lesley,4,2019-06-24,0.15,1,81671685
Suzzanne,7,2017-09-29,0.27,1,33723491
Griffith,50,2019-05-27,1.92,1,66064924
Jeff,3,2019-05-09,0.12,1,4213096
Emily,78,2019-06-27,2.93,1,126922318
Muath,2,2017-05-07,0.07,1,33870377
Danny,2,2018-01-02,0.08,1,36678842
Andy,4,2017-05-21,0.15,1,126973731
Tanya,3,2017-05-24,0.11,2,26091462
Val &Yuko,31,2019-07-06,1.2,1,126984603
Kosuke,3,2019-01-02,0.13,1,12144814
Gloria And Dmitrii,6,2018-10-30,0.23,1,832695
Joseph,0,,,1,16718650
Ewa,5,2018-08-23,0.21,1,5143286
Ian,14,2017-11-06,0.52,1,5454042
Tal,1,2017-04-30,0.04,1,3404698
Katie,60,2019-06-19,2.25,1,8541180
Luna,19,2019-07-01,0.72,1,44852596
Thor,25,2018-04-30,0.95,1,127080012
Yosef,36,2019-06-24,1.38,1,41869754
Kate,87,2019-06-20,3.29,1,122877644
Joe,96,2019-07-06,3.63,1,3169815
Christopher,12,2018-04-22,0.47,2,127082964
Anastasia,4,2019-04-19,0.16,1,43887030
Heath,0,,,1,127092689
ChiChi,0,,,1,34918098
Alex,15,2019-05-27,0.59,1,11553221
Maria,5,2018-09-01,0.21,1,127113351
Caroline,4,2017-07-19,0.16,1,22866591
Christopher,14,2018-07-02,0.55,1,127164761
Tauqir,0,,,1,127080164
Mark,91,2019-07-01,3.42,1,32044305
Kara,39,2019-05-27,1.48,1,2946771
Monika,20,2019-06-26,0.76,1,36883838
Nicky,45,2019-06-15,2.11,1,127196839
Sebastian,24,2019-06-09,0.91,1,7496038
Caroline,4,2018-12-15,0.16,1,127218433
Jooin,1,2018-09-02,0.1,1,8221838
Allison,131,2019-06-22,4.96,1,14588919
Duanne,9,2017-09-19,0.34,1,66961768
Lena,31,2019-06-23,2.69,1,88734376
Laura,8,2018-07-29,0.3,1,127250455
Gary,104,2019-07-07,4.0,2,76225580
Emma,33,2019-05-28,1.27,2,127249880
Terrence,64,2019-06-29,2.46,1,23036053
Melissa,100,2019-07-07,3.88,1,127341412
Jaran,40,2019-07-02,1.6,3,126501524
Leah,3,2017-10-29,0.14,1,88314328
Maryam,6,2017-08-26,0.23,1,47550622
Mel,10,2019-06-07,0.42,3,126929216
Mike,0,,,1,18767676
Kate,2,2017-04-30,0.07,1,43107610
Elie,37,2019-06-14,1.53,1,3695964
Aaron,76,2019-06-23,3.11,4,501456
Masha,1,2017-07-01,0.04,1,2828476
Johanna,3,2017-07-02,0.12,1,7426741
Raymond Yueran,0,,,1,18784994
Charles,71,2019-06-18,2.69,2,127412674
Ricardo,20,2019-04-01,0.81,2,44140036
Laura,4,2017-12-26,0.16,2,23722638
Kathleen,7,2018-09-30,0.29,2,228252
Lehui,0,,,1,127449170
Cesar,23,2019-04-28,0.87,1,127450854
Derek,105,2019-06-13,3.97,1,2552603
Juan,89,2019-07-07,3.36,4,33434914
Ronna,5,2018-12-24,0.27,1,10593759
Lauren,1,2017-07-09,0.04,1,104170260
Kizzie,1,2018-08-16,0.09,4,35387196
Eva,24,2018-04-06,0.9,1,10335937
Shanise,4,2017-05-08,0.15,1,31681589
Chaya,59,2019-06-14,2.25,1,124287074
Andrei,2,2017-05-07,0.08,1,20242206
Antoinette,3,2019-02-18,0.47,1,7934771
Diane,102,2019-06-17,3.84,1,63408461
Paulina,52,2019-07-07,5.05,1,127567480
Nishant,1,2017-05-04,0.04,2,38886949
Maite,8,2018-11-18,0.52,2,127583166
Daniel,35,2019-04-30,1.32,1,11191325
Grisha,6,2017-06-29,0.23,1,39619320
Eddie,0,,,1,15786933
Ray,53,2019-06-30,2.03,1,2948325
Joe,3,2017-05-16,0.11,1,92634775
Yuna,38,2019-06-23,1.45,2,127539184
Christina,6,2019-05-24,0.26,2,127560222
Ramiro & Jeff,42,2019-05-30,1.58,3,17577495
Marissa,0,,,1,38721832
Alexander,9,2018-12-04,0.34,1,107778395
Monica,78,2019-06-02,3.06,1,6455775
Zee,77,2019-06-06,2.97,1,127762325
Danny,70,2019-06-21,2.79,2,54548000
Erica,118,2019-07-01,4.47,1,127814176
Jeanette,3,2019-01-02,0.42,1,75973505
Che,0,,,1,25385574
Gregory,0,,,1,121419684
Dima,1,2017-06-24,0.04,1,6198836
Christina,6,2017-08-12,0.23,1,11586111
Mimi,12,2019-01-01,0.47,1,5945526
Dan,5,2019-06-01,0.22,1,14664356
Steve,0,,,1,127886968
Emmanuel,6,2018-05-05,0.23,1,127895318
Patrick,9,2018-05-07,0.35,1,115529602
Christopher,0,,,1,127911754
Joy,62,2019-06-20,2.38,1,127910599
Machel,62,2019-05-19,2.37,1,127721863
Kasey,1,2017-07-31,0.04,1,127917641
Michael,29,2019-06-23,1.1,1,3470710
Tatiana,42,2019-05-20,1.62,1,60160069
Nadja,1,2017-10-08,0.05,1,70334862
Kayleigh,4,2017-05-29,0.15,1,17420574
Chelsea,15,2017-12-18,0.58,1,68274298
Adam,1,2019-06-11,1.0,1,1349266
Mia,9,2018-08-21,0.35,1,127998381
Kate,85,2019-06-30,3.28,1,127999994
Joonas,16,2019-06-24,0.61,1,14666091
Virginia,100,2019-06-23,4.03,1,128004958
Brian,12,2017-07-01,0.45,1,116848523
Connie Mae,0,,,1,916092
Lyvan Esteban,40,2019-06-30,1.51,1,57900598
Jolanta,17,2018-11-05,0.72,1,30555297
Angela,77,2019-06-21,2.96,1,31315421
Azzie,28,2019-06-24,1.92,1,4894044
Jenny,4,2017-06-09,0.15,1,122294799
Paul,4,2017-09-25,0.15,1,82665319
Kevin,0,,,1,42951693
Sumaiya,67,2019-06-22,2.66,1,60077252
Vadim,8,2017-06-18,0.3,1,78272395
Jason,126,2019-07-05,4.82,2,20438455
Loren,10,2019-01-02,0.43,1,639926
Peter & Gabe,136,2019-07-02,5.13,1,98861076
Alana,43,2019-06-13,1.65,2,106430338
Hadas,1,2018-03-01,0.06,1,9667737
Shayan,12,2019-03-06,0.6,1,1750685
Camille,0,,,1,128244964
Melody,1,2017-05-25,0.04,1,3083244
Mikanny,2,2019-01-02,0.11,1,12700569
Emanuele,9,2017-07-03,0.34,1,81712146
Jessica,21,2019-05-08,0.81,1,13929469
Arielle,0,,,1,17381128
Ava,7,2017-06-01,0.26,1,1540270
Joffrey,35,2019-06-23,1.36,2,12293403
Foster,21,2019-06-29,3.73,1,4775716
Gustavo,3,2017-09-03,0.12,1,4193618
Maria,43,2019-06-12,1.68,1,97001292
Nigel,0,,,1,128307950
Valéry Blake,1,2017-05-08,0.04,1,4350083
Justin,20,2019-06-09,0.76,2,510745
Dasha,60,2019-06-26,2.29,1,351465
Guy,11,2019-06-30,0.9,1,127714840
Ronen,0,,,1,128385204
Jeanette,0,,,1,30157754
Alfred And Lau,88,2019-06-22,3.36,1,128413939
Nitya,11,2017-08-18,0.42,3,128414475
Rachel,41,2019-06-22,1.56,1,128417181
Allison,7,2017-05-28,0.26,1,90846964
Megan E,104,2019-03-29,4.0,2,31658624
Gab,46,2019-06-18,1.78,1,10605984
Philippe,34,2019-06-14,1.31,2,123953239
Anitra And Steven,89,2019-07-02,3.41,1,75279920
Ryan,0,,,1,5440952
Pasang,30,2019-01-01,1.23,2,38604449
Anthony,32,2019-06-16,1.25,1,18280205
Donny,5,2019-04-07,0.19,1,112081278
Alina,4,2019-01-02,0.17,3,128517263
Mike,0,,,1,671187
Max,1,2017-05-19,0.04,1,128210772
Jenya,0,,,1,550009
Emily,2,2017-06-10,0.08,1,371654
Marissa,12,2019-06-23,0.47,1,8821726
Nicolas,11,2019-06-09,0.44,1,19355895
Athena,67,2019-07-02,2.88,1,7797101
Oscar,30,2019-06-17,1.13,1,128424841
Carolina,17,2019-05-26,0.65,1,57060982
Mia,0,,,1,3413858
Fernando,91,2019-06-21,3.48,2,75360607
Kaitlin,6,2019-04-30,0.32,1,39652113
Florian,3,2018-01-03,0.12,1,2266961
Clara,86,2019-06-20,4.19,3,21250331
Nahuel,107,2019-06-14,4.12,5,128692351
Chuck And Ellen,18,2018-07-07,0.69,1,3063938
Andrew,1,2017-06-11,0.04,1,4914270
Ranita,29,2019-06-07,1.14,2,7130003
Carleen,47,2019-05-19,1.81,1,95341869
Anthony,4,2017-05-24,0.15,1,27266433
Allen,1,2017-05-22,0.04,1,12627412
Aminata Mody,36,2019-06-07,1.36,1,127501584
Afrodite,0,,,1,13008402
A.J.,69,2019-06-04,2.62,1,12831071
Parry,7,2018-04-08,0.27,1,7445657
Britney,2,2017-06-11,0.08,1,7810471
Ruth,69,2019-07-01,2.65,1,128768798
Chang,2,2017-05-20,0.08,1,4075128
Dusean,81,2019-06-26,3.17,1,128785279
Piper,10,2018-12-29,0.38,1,128787072
Carlos,13,2019-01-01,0.49,2,128785861
Justin,1,2017-05-21,0.04,1,115932140
Avi,16,2019-05-16,0.64,1,125021178
Janet,13,2019-06-23,0.51,1,7740184
Pat,17,2019-04-07,0.65,1,9727058
Laura,1,2017-12-31,0.05,1,128852127
Maria,65,2018-09-28,2.47,1,1260642
Marty,3,2017-08-06,0.12,1,8146232
Chris,68,2019-06-22,2.6,1,128860627
Dilara,4,2017-12-10,0.16,1,39829442
Alex,3,2019-05-28,0.48,1,24791132
Lauren,0,,,1,50916440
"R, J",148,2019-06-23,5.59,3,52403444
James,4,2018-07-04,0.15,1,88207924
Anthony,68,2019-07-01,2.69,1,128899126
Jessica,1,2017-06-05,0.04,1,11334992
Renata,0,,,1,17486785
Michael,0,,,1,9285643
Edgar,0,,,2,128914189
Elizabeth,17,2019-05-15,0.71,1,4677247
Assol,52,2018-11-05,1.99,2,35741929
Louiza,0,,,3,89331516
Zoe,1,2017-05-25,0.04,2,23667219
Julio,4,2017-05-29,0.15,1,38236150
Haley,3,2017-11-25,0.12,1,11389260
David,16,2018-07-12,0.62,6,30237517
Ariel,2,2017-08-13,0.08,1,118366948
Mercedes,93,2019-07-07,3.59,1,22059655
Maria,6,2017-09-14,0.24,1,5721788
Willie,4,2017-05-19,0.15,1,129032819
Ben,24,2019-06-08,1.12,1,21866971
Artnell,108,2019-06-29,4.18,1,61673952
Kyle,0,,,1,21372426
Kwankaew,2,2017-05-31,0.08,1,11380126
Ana Y Victor,117,2019-07-02,4.44,4,69124870
Sara,18,2019-06-02,0.7,1,129062212
Pablo,24,2019-07-06,0.91,1,23356363
Michael,31,2019-07-07,1.2,1,129133511
Jasen,1,2017-05-29,0.04,1,12827876
Daniel,9,2018-08-01,0.37,1,24338366
Ludine,2,2017-05-12,0.08,1,159936
Max,2,2017-07-14,0.08,1,29134684
Caroll,13,2019-04-29,0.56,1,118880596
Laure,0,,,1,14376724
Nuttamon,126,2019-04-02,4.78,5,1692538
Sara,1,2018-09-03,0.1,1,6423838
Uri,116,2019-06-21,4.47,1,101258676
Oscar,6,2018-07-22,0.24,1,3258630
Reuben,37,2019-07-05,1.56,4,128338539
Darryl,0,,,1,112118235
Lana,5,2019-07-03,0.19,1,118124127
Penelope,10,2018-12-09,0.39,1,34361146
Candice,2,2017-05-29,0.08,1,75567007
Meghana,0,,,1,32052979
Magd,0,,,1,129270031
Lisa& Jonathan,80,2019-06-02,3.1,3,129273512
Caio,80,2019-07-02,3.11,1,1637060
Pedro,0,,,1,16140828
John,0,,,2,14444
Abi,98,2019-06-23,3.8,1,90289877
Jonathan,5,2018-06-14,0.19,1,7318926
Donald,1,2017-06-03,0.04,1,41467596
K,8,2019-05-31,2.09,1,23867523
Kung,69,2019-07-05,2.63,2,1038989
Laetitia,5,2019-02-19,0.27,1,52816291
Lanie,0,,,1,55017405
Abel,24,2019-06-28,0.95,1,22204359
Lauren,11,2017-07-15,0.42,1,129317761
Michelle,0,,,1,129159456
Daphnee,19,2019-06-21,0.73,1,1599261
Larry,19,2019-06-29,0.73,1,129333453
Debra,15,2019-06-28,0.67,2,97794385
Adam,1,2017-10-16,0.05,1,50605761
Tony,145,2019-06-21,5.84,1,129396046
Mark,10,2018-05-14,0.43,1,129179250
Tim And Allison,20,2019-01-01,0.77,1,27789935
John,0,,,1,4401058
Alex,0,,,1,83141510
Chelsea,5,2017-08-23,0.19,1,49197104
Caitlin,13,2018-09-16,0.55,1,32772382
Triada,69,2019-07-01,2.66,1,14505375
Sabrina,12,2018-10-07,0.46,1,2420586
Max Prana,19,2019-06-05,0.76,1,21402517
Vicdania,0,,,1,91385196
Maria,89,2019-06-22,3.43,1,55814053
Mahnoor,0,,,1,87680800
Jeff,3,2017-12-02,0.13,1,3617473
Jody,73,2019-06-29,3.09,1,129497806
Caitlin,2,2018-06-11,0.08,1,45934567
Anushua,27,2019-06-15,1.03,2,28290772
Michèle,0,,,1,48157058
Sean,32,2019-05-27,1.22,1,33786241
Dee,1,2017-05-22,0.04,1,7041731
Shia,103,2019-06-17,3.93,2,128531725
Patrick,9,2018-11-05,0.35,1,46501846
Margot,3,2017-07-16,0.12,1,3990540
Noah,0,,,1,97032243
Andrea,17,2019-04-23,0.65,2,44838931
Kseniya,68,2019-07-02,2.67,1,126470577
Paul,78,2019-07-07,3.0,1,21854022
John,96,2019-06-15,3.82,2,35881969
Tiffany,32,2019-06-23,1.25,1,7147164
Stanley,0,,,50,120762452
Zexi,2,2017-08-29,0.08,1,36522433
Charlotte,0,,,1,68017798
Allie,3,2017-06-04,0.12,1,110031106
Tami,12,2017-07-30,0.46,1,19512029
Lauren,3,2017-08-27,0.12,1,90824676
Richard,8,2018-11-30,0.32,1,13524368
Trisha,21,2018-03-18,0.81,1,15578480
Adriana,0,,,1,30348931
Caroline,4,2019-04-26,0.17,1,129714819
Ashkon,0,,,1,129723592
Mo,4,2018-05-06,0.17,1,129733507
Heejun,22,2019-07-01,0.85,1,71224013
Roberto,0,,,1,127731553
Bam,15,2019-06-23,0.59,2,119170289
Kelley,0,,,1,14046877
Dan,0,,,1,23149564
Meja Hilde,3,2017-05-30,0.12,1,119952908
Alexandra,0,,,1,6356476
Win,141,2019-07-05,10.19,2,129743937
Lexi,2,2017-06-12,0.08,1,64780571
Robert,7,2018-03-11,0.27,1,7193271
Yinhang,2,2017-06-21,0.08,1,129794391
Shirley,5,2017-07-04,0.19,1,12033348
Michele,0,,,1,18408365
Leah,14,2018-09-22,0.58,1,18838868
Roodmy,11,2017-09-20,0.42,1,129812563
David,65,2019-06-30,2.92,1,64177548
Mili,2,2018-01-21,0.08,1,71515912
Crystal,0,,,1,10477693
Jeffrey,0,,,1,13608839
Lauren,24,2017-12-11,0.92,1,11881734
Pauline,0,,,2,129890157
Fabrice,0,,,1,119940669
Adam,13,2018-01-01,0.5,1,12540615
John (Tianqi),0,,,1,63026371
Hermann,5,2018-05-13,0.19,1,129161153
Avrora,5,2017-09-29,0.19,1,59407939
Howard,51,2019-07-05,2.26,1,24906403
Cara,6,2018-08-18,0.24,1,127767
Aj,0,,,1,68852295
Andrea,166,2019-06-21,6.37,2,129927411
Cecilia,1,2017-12-24,0.05,1,30384022
Alex,3,2018-08-26,0.28,1,68472942
Marianel,4,2019-04-22,0.15,1,41580455
Nazila,94,2019-06-23,3.67,1,128707088
Zhi And Gloria,28,2017-11-11,1.07,1,40225443
Monica,2,2017-07-23,0.08,1,14885787
Adé,0,,,1,130005087
Ā.,19,2018-07-06,0.73,1,130013537
Christoni,5,2017-06-03,0.19,1,130021104
Linda,80,2019-06-28,3.14,1,130035533
Azi,36,2019-06-20,1.4,1,104691618
Ude,29,2018-02-02,1.13,2,97018938
Rachel,3,2017-08-11,0.12,1,4370956
John,2,2017-06-04,0.08,1,130062635
New,7,2018-08-20,0.29,1,16575725
Daryen,6,2018-04-14,0.24,1,6646682
Kremer,2,2018-11-01,0.19,2,62734
George,8,2018-08-01,0.31,3,9913035
Paul,0,,,1,2434499
Mariama,48,2019-06-20,1.86,1,59117179
Jiqiong,46,2019-06-10,1.77,1,129942781
"Jeanne - Aka, 'Rindy'",41,2019-01-02,1.63,1,20662116
Jenny,1,2017-07-30,0.04,1,66051549
Ms. George,22,2019-06-23,0.93,1,52084781
Claire,2,2017-07-05,0.08,1,47485343
Monica,0,,,1,9285314
Ms. H,39,2019-07-01,1.57,1,130185165
Trilla,70,2019-06-22,2.79,1,130186732
Leah,3,2017-05-28,0.12,1,49360262
Burcu,2,2017-09-12,0.08,1,4621817
Nneka,1,2017-05-21,0.04,1,28648021
Anny,5,2017-10-06,0.19,1,130204296
Noah,3,2018-11-25,0.12,1,67895564
Danni,2,2017-06-12,0.08,1,10113673
Sam,111,2019-06-22,4.26,4,643120
Marlène,5,2018-08-25,0.2,1,108546781
Desmond,49,2019-07-02,1.92,1,53560822
Javerick,2,2017-07-22,0.08,2,81066021
Daniël,2,2017-06-19,0.08,1,40238772
Kathleen,14,2018-09-01,0.54,1,100784323
Cherly,0,,,1,112239929
Mara,7,2017-07-23,0.27,1,130307692
Anton,0,,,1,130319645
Carol,29,2019-05-07,1.12,1,123355776
Ashley,14,2018-12-17,0.55,1,2733815
Devan,4,2018-11-12,0.37,1,10805053
Robert,7,2019-06-14,2.08,1,130331205
Ori & Juanjo,86,2019-07-07,3.34,1,2000711
Hannah,61,2019-03-25,2.36,2,128086219
Ben,0,,,1,16481892
Jose,21,2019-06-01,0.81,2,182461
Irina,7,2019-06-14,0.8,1,7425132
Julio,11,2019-05-28,1.22,2,45763784
Kim,2,2017-05-23,0.08,1,37078449
Leisa,0,,,1,110520215
Ruthie,5,2018-07-16,0.19,1,2469662
Matt,8,2017-12-30,0.31,1,1485117
Halliday,39,2018-12-27,1.5,1,130400901
Jennifer,3,2018-11-11,0.34,2,493545
Ashley,8,2019-05-29,0.34,1,8010331
Kaila,3,2018-06-12,0.13,1,6676046
Meredith,2,2018-08-22,0.09,1,130452689
Salah,1,2019-03-24,0.28,1,73214623
King,51,2019-05-22,1.96,1,130461656
Omer,5,2017-06-23,0.2,1,109106746
Carla,140,2019-06-27,5.61,1,130473272
Ely,63,2019-05-27,2.42,1,130493959
Amy,0,,,1,130496399
Lu,1,2017-09-22,0.05,1,119838600
Shuting,4,2017-09-04,0.15,1,101304664
Tracy,88,2019-02-23,3.53,1,130524170
Ava,18,2018-09-07,0.72,1,65744549
Maureen,0,,,1,103265024
Terry,3,2019-06-22,0.27,1,169653
Allison,18,2019-06-23,1.78,1,130582015
Cheryl,2,2019-06-21,0.08,1,3409436
Sean,16,2018-11-27,0.7,1,27582777
Anada,1,2017-06-02,0.04,1,24387853
Rose & Brian,9,2018-05-20,0.36,1,1890427
Natie,0,,,1,60511673
Paul,25,2018-12-30,0.96,2,130667097
Margot,35,2019-06-23,1.4,1,2544425
John,0,,,1,40428152
Lana,91,2019-06-23,3.54,2,779551
Marie-Astrid,37,2019-06-08,2.35,1,1156763
Elsa,18,2019-04-23,0.77,1,130735852
Jason & Mary,31,2019-01-03,1.19,2,126897352
Vanessa,9,2019-01-02,0.35,1,2007724
Fanny,10,2019-05-15,0.39,1,130774060
Edmund,96,2019-07-02,3.87,1,130774685
Vincent,5,2019-01-06,0.24,1,95786
Justin,5,2017-09-19,0.19,1,110349355
Zachary,70,2019-06-20,2.82,1,33583621
Kevin,9,2018-09-17,0.36,1,13907788
Dan,0,,,1,55377720
Vincent,2,2018-01-01,0.08,1,4099467
Lauren,28,2019-07-07,1.15,1,38609043
Oday,14,2018-10-28,0.62,1,12345174
Malachi,49,2019-04-20,1.9,3,26738513
Stephanie,6,2017-09-14,0.24,1,66941336
Cameron,1,2017-06-11,0.04,1,51001918
Franck And Joshua,56,2018-12-17,2.21,2,4297106
Joe Berat,89,2019-06-23,3.42,1,130822245
Ikello,112,2019-06-30,4.65,1,89071431
Michelle,0,,,1,2482085
Melissa,1,2017-08-06,0.04,1,130835383
Tykia,24,2018-06-25,0.93,1,2435941
Steven,96,2019-06-24,3.7,1,126159726
Ding,0,,,1,28649974
Sonya,0,,,1,2902737
Robert,48,2019-06-30,1.93,1,130897041
Ruben,3,2017-07-30,0.12,1,125871624
Karen,42,2019-06-21,1.71,1,58528354
Karen,6,2018-08-16,0.25,1,2978784
Jean,6,2018-12-31,0.43,1,3754948
Joseph,23,2018-11-25,1.0,1,130974654
Dave,69,2019-06-22,3.04,1,71849302
Chen,0,,,1,130982506
Jean Paul,83,2019-06-16,3.28,2,51380878
Andrew,0,,,1,23572402
Raviv,18,2018-12-16,0.69,1,98038838
James,46,2019-07-02,1.8,1,107169456
Thomas,4,2018-09-03,0.17,1,31804021
Dan,0,,,1,41382247
Oksana,40,2019-06-19,1.57,1,74697676
Marlene,9,2018-03-07,0.36,1,76353083
Max,63,2019-01-03,2.45,2,22875538
Harmony,45,2019-05-28,1.79,5,65407018
Candace,8,2019-06-30,0.61,6,9130040
Xinchen,0,,,1,131109595
Irina,4,2018-06-16,0.17,20,48146336
Kat,43,2019-07-01,1.67,1,131115416
Amy,10,2018-10-22,0.39,1,52777892
Olvin,58,2019-02-25,2.25,3,95564806
Maria,51,2019-07-07,2.01,1,131180798
Dave,20,2019-04-16,0.82,1,14480781
Brian,105,2019-05-26,4.63,1,3203397
Ronn,58,2019-07-05,2.29,1,131204454
Charlotte,0,,,1,78299086
Saxon,2,2019-02-11,0.08,1,3323956
Natasha,5,2018-09-17,0.2,1,34676783
Frank,109,2019-07-01,4.29,1,130815919
Barbara,15,2019-05-24,0.68,2,19424541
Ro,1,2017-05-29,0.04,1,2294171
Luidmila,76,2019-06-30,2.93,1,10355011
Jacob,0,,,1,31979360
Alyssa,1,2017-07-29,0.04,1,57821225
Michael,42,2018-08-09,1.7,1,131255262
Adrienne,10,2019-06-01,0.46,1,7635592
Tobi,21,2019-06-02,0.87,1,131293304
Shary,6,2019-05-05,0.24,1,50778925
Andres,0,,,1,46113651
Liliana,8,2018-12-31,0.43,1,59884496
Zeeshan,1,2017-06-01,0.04,1,108922928
Yasmin,7,2019-04-30,0.29,1,835019
David,2,2017-06-21,0.08,1,516015
Joe,44,2019-06-12,1.82,1,764549
Tammie,54,2019-06-24,2.09,4,131354448
Rachel,93,2019-06-30,3.66,1,130618404
Steven,9,2017-12-28,0.35,1,131374030
Antonella,14,2018-07-27,0.55,1,131383679
Patrick,62,2019-06-23,2.41,1,71146310
Vik,49,2019-03-17,1.99,5,131392140
Sarah,5,2018-01-07,0.2,1,1652471
Katy,0,,,1,4463379
Giampiero,85,2019-06-27,3.28,2,128579948
Sara,42,2019-06-24,1.64,1,920237
Kylie,0,,,1,131476188
Frederick,13,2018-09-26,0.51,1,131476092
Lilly,77,2019-06-17,3.1,1,26898157
David,40,2019-07-06,1.58,1,13096043
Kathleen,2,2017-06-09,0.08,1,15017590
Adam,4,2018-09-16,0.16,1,45605434
