neighbourhood,neighbourhood_group,listing_id
Washington Heights,Manhattan,18734568
Sheepshead Bay,Brooklyn,18735563
Bushwick,Brooklyn,18735631
Red Hook,Brooklyn,18735653
Boerum Hill,Brooklyn,18736267
Bedford-Stuyvesant,Brooklyn,18736436
Bedford-Stuyvesant,Brooklyn,18736455
Rosedale,Queens,18736484
Prospect-Lefferts Gardens,Brooklyn,18736642
Ozone Park,Queens,18737053
Kensington,Brooklyn,18737220
Clinton Hill,Brooklyn,18737235
Clinton Hill,Brooklyn,18737594
East Harlem,Manhattan,18738138
Crown Heights,Brooklyn,18745141
Harlem,Manhattan,18745314
Upper West Side,Manhattan,18745487
Bushwick,Brooklyn,18745767
Greenpoint,Brooklyn,18746696
Williamsburg,Brooklyn,18747972
Midtown,Manhattan,18748038
Crown Heights,Brooklyn,18748170
Murray Hill,Manhattan,18750465
East Harlem,Manhattan,18750505
Bedford-Stuyvesant,Brooklyn,18750597
Greenpoint,Brooklyn,18751192
Greenpoint,Brooklyn,18751261
Williamsburg,Brooklyn,18751687
Harlem,Manhattan,18752307
Astoria,Queens,18753406
Upper West Side,Manhattan,18753411
Prospect Heights,Brooklyn,18753645
Port Richmond,Staten Island,18755777
East Village,Manhattan,18755951
Upper West Side,Manhattan,18756112
Upper West Side,Manhattan,18758108
South Slope,Brooklyn,18758370
Hell's Kitchen,Manhattan,18758525
East Village,Manhattan,18762619
Upper West Side,Manhattan,18763188
Inwood,Manhattan,18764827
Washington Heights,Manhattan,18766576
Prospect-Lefferts Gardens,Brooklyn,18767695
Vinegar Hill,Brooklyn,18767961
Forest Hills,Queens,18768127
Murray Hill,Manhattan,18768741
Morningside Heights,Manhattan,18768978
Greenpoint,Brooklyn,18769363
Williamsburg,Brooklyn,18769652
Forest Hills,Queens,18770418
Springfield Gardens,Queens,18771633
Gramercy,Manhattan,18772198
Theater District,Manhattan,18774244
Williamsburg,Brooklyn,18776660
East Village,Manhattan,18776908
Williamsburg,Brooklyn,18776925
Long Island City,Queens,18778024
Hell's Kitchen,Manhattan,18782064
Midtown,Manhattan,18782857
Williamsburg,Brooklyn,18783614
Carroll Gardens,Brooklyn,18785035
Bushwick,Brooklyn,18785349
Murray Hill,Manhattan,18787858
Crown Heights,Brooklyn,18787950
Williamsburg,Brooklyn,18789373
Bedford-Stuyvesant,Brooklyn,18789421
East Village,Manhattan,18790004
Bushwick,Brooklyn,18790512
South Slope,Brooklyn,18791570
Greenwich Village,Manhattan,18792188
Morningside Heights,Manhattan,18792285
Murray Hill,Manhattan,18792703
Lower East Side,Manhattan,18793151
Greenwich Village,Manhattan,18793633
Williamsburg,Brooklyn,18793901
Bushwick,Brooklyn,18794243
Williamsburg,Brooklyn,18794627
Bushwick,Brooklyn,18794680
West Village,Manhattan,18794754
Bushwick,Brooklyn,18794969
Rego Park,Queens,18795229
Mount Eden,Bronx,18795447
Bedford-Stuyvesant,Brooklyn,18795448
Chelsea,Manhattan,18795534
Harlem,Manhattan,18802366
Bushwick,Brooklyn,18803064
Upper West Side,Manhattan,18803219
Flushing,Queens,18805588
Williamsburg,Brooklyn,18806061
Arverne,Queens,18806323
Crown Heights,Brooklyn,18808260
Crown Heights,Brooklyn,18809063
East Harlem,Manhattan,18811187
Sunset Park,Brooklyn,18811240
Lower East Side,Manhattan,18811557
Cambria Heights,Queens,18812046
Murray Hill,Manhattan,18812153
Williamsburg,Brooklyn,18812330
Chelsea,Manhattan,18812670
Flatbush,Brooklyn,18813227
Greenpoint,Brooklyn,18817404
Midtown,Manhattan,18820068
Murray Hill,Manhattan,18820446
Financial District,Manhattan,18822687
Flatbush,Brooklyn,18822775
Chinatown,Manhattan,18823516
South Slope,Brooklyn,18823750
Upper East Side,Manhattan,18823774
Hell's Kitchen,Manhattan,18823930
Bushwick,Brooklyn,18823940
Upper East Side,Manhattan,18823971
Sheepshead Bay,Brooklyn,18824754
Bergen Beach,Brooklyn,18824820
Bushwick,Brooklyn,18826104
Greenpoint,Brooklyn,18826197
East Flatbush,Brooklyn,18826370
East Village,Manhattan,18828134
Hell's Kitchen,Manhattan,18828803
Emerson Hill,Staten Island,18828846
Upper East Side,Manhattan,18835820
Brownsville,Brooklyn,18836337
Bath Beach,Brooklyn,18836532
Crown Heights,Brooklyn,18837073
West Village,Manhattan,18837416
SoHo,Manhattan,18838643
Canarsie,Brooklyn,18838909
Williamsburg,Brooklyn,18840106
Crown Heights,Brooklyn,18840683
Greenpoint,Brooklyn,18840688
SoHo,Manhattan,18840735
Upper East Side,Manhattan,18840866
Clinton Hill,Brooklyn,18841864
Financial District,Manhattan,18842507
Midwood,Brooklyn,18842510
Midwood,Brooklyn,18842882
Upper West Side,Manhattan,18844533
Washington Heights,Manhattan,18847331
Harlem,Manhattan,18848869
Chelsea,Manhattan,18849349
Williamsburg,Brooklyn,18849787
Upper West Side,Manhattan,18851906
Allerton,Bronx,18852048
East Village,Manhattan,18852200
Harlem,Manhattan,18852245
Allerton,Bronx,18852919
Long Island City,Queens,18853435
Williamsburg,Brooklyn,18855394
Nolita,Manhattan,18855694
Flushing,Queens,18855750
East Elmhurst,Queens,18855980
Crown Heights,Brooklyn,18856302
Hell's Kitchen,Manhattan,18857134
Gravesend,Brooklyn,18857790
Upper West Side,Manhattan,18857875
Glendale,Queens,18858192
Astoria,Queens,18858761
Bedford-Stuyvesant,Brooklyn,18865511
Gowanus,Brooklyn,18866187
Upper East Side,Manhattan,18867401
Upper West Side,Manhattan,18869228
Williamsburg,Brooklyn,18869692
Lower East Side,Manhattan,18870016
Flatbush,Brooklyn,18870281
Long Island City,Queens,18870342
Upper East Side,Manhattan,18871455
Lower East Side,Manhattan,18871571
Williamsburg,Brooklyn,18871734
Harlem,Manhattan,18872076
Long Island City,Queens,18872091
Long Island City,Queens,18872495
Baychester,Bronx,18872858
Murray Hill,Manhattan,18873598
Bedford-Stuyvesant,Brooklyn,18873722
Murray Hill,Manhattan,18873930
Gowanus,Brooklyn,18874394
Upper East Side,Manhattan,18874640
Williamsburg,Brooklyn,18875426
Gramercy,Manhattan,18875512
Hell's Kitchen,Manhattan,18875740
Upper West Side,Manhattan,18875994
Astoria,Queens,18876580
Sheepshead Bay,Brooklyn,18876659
Bushwick,Brooklyn,18877341
Flushing,Queens,18877694
Williamsburg,Brooklyn,18878093
Carroll Gardens,Brooklyn,18878260
East Village,Manhattan,18878633
Hell's Kitchen,Manhattan,18879379
Kew Gardens Hills,Queens,18888212
East Flatbush,Brooklyn,18888585
Park Slope,Brooklyn,18889038
West Village,Manhattan,18889564
Crown Heights,Brooklyn,18889932
Bedford-Stuyvesant,Brooklyn,18890521
East Flatbush,Brooklyn,18891508
Upper East Side,Manhattan,18891659
Chelsea,Manhattan,18892465
East Harlem,Manhattan,18893669
Williamsburg,Brooklyn,18894145
Carroll Gardens,Brooklyn,18894322
Mount Hope,Bronx,18894445
Bedford-Stuyvesant,Brooklyn,18894931
Upper East Side,Manhattan,18895063
Laurelton,Queens,18895187
Battery Park City,Manhattan,18895509
West Brighton,Staten Island,18896540
Williamsburg,Brooklyn,18896824
Flushing,Queens,18897119
Long Island City,Queens,18897423
Kingsbridge,Bronx,18897901
Bushwick,Brooklyn,18898808
Upper East Side,Manhattan,18899768
Flushing,Queens,18902729
Park Slope,Brooklyn,18906081
Midtown,Manhattan,18907166
Bushwick,Brooklyn,18908083
Bushwick,Brooklyn,18908212
Kensington,Brooklyn,18908252
Upper West Side,Manhattan,18908490
Borough Park,Brooklyn,18908638
Bushwick,Brooklyn,18908676
Hell's Kitchen,Manhattan,18908677
Washington Heights,Manhattan,18909484
Bushwick,Brooklyn,18909989
Harlem,Manhattan,18910029
Astoria,Queens,18910492
Upper East Side,Manhattan,18911463
Greenwich Village,Manhattan,18911633
Bedford-Stuyvesant,Brooklyn,18911893
Fort Greene,Brooklyn,18912084
Inwood,Manhattan,18913001
Williamsburg,Brooklyn,18913089
East Harlem,Manhattan,18913450
Flushing,Queens,18914656
Throgs Neck,Bronx,18914730
Bushwick,Brooklyn,18915587
Williamsburg,Brooklyn,18915658
Sunset Park,Brooklyn,18916381
East Flatbush,Brooklyn,18916610
Bushwick,Brooklyn,18916850
Midtown,Manhattan,18916917
Long Island City,Queens,18917540
Bensonhurst,Brooklyn,18917771
Harlem,Manhattan,18922939
Upper East Side,Manhattan,18923188
Canarsie,Brooklyn,18924273
Elmhurst,Queens,18924446
Bedford-Stuyvesant,Brooklyn,18924938
Bedford-Stuyvesant,Brooklyn,18926057
Sunset Park,Brooklyn,18927333
Crown Heights,Brooklyn,18929564
Upper East Side,Manhattan,18929965
East Flatbush,Brooklyn,18931423
Harlem,Manhattan,18931595
Long Island City,Queens,18932586
Chelsea,Manhattan,18933994
Richmond Hill,Queens,18934106
Washington Heights,Manhattan,18934728
Forest Hills,Queens,18935148
Flushing,Queens,18935359
Harlem,Manhattan,18935508
Bushwick,Brooklyn,18942038
Midtown,Manhattan,18942119
Hell's Kitchen,Manhattan,18942156
Park Slope,Brooklyn,18942358
Crown Heights,Brooklyn,18942735
Bushwick,Brooklyn,18943821
Upper East Side,Manhattan,18944834
Fort Hamilton,Brooklyn,18946091
Park Slope,Brooklyn,18946105
Upper East Side,Manhattan,18946117
Ditmars Steinway,Queens,18946376
Crown Heights,Brooklyn,18946416
Upper East Side,Manhattan,18948184
Bedford-Stuyvesant,Brooklyn,18948914
Morningside Heights,Manhattan,18949137
Prospect-Lefferts Gardens,Brooklyn,18949153
Bushwick,Brooklyn,18949917
Prospect-Lefferts Gardens,Brooklyn,18950091
Long Island City,Queens,18956236
Windsor Terrace,Brooklyn,18957055
Midtown,Manhattan,18957522
Upper West Side,Manhattan,18957774
Emerson Hill,Staten Island,18958323
Long Island City,Queens,18958355
Bushwick,Brooklyn,18958724
Murray Hill,Manhattan,18959626
Bedford-Stuyvesant,Brooklyn,18960386
Midtown,Manhattan,18960496
Long Island City,Queens,18961150
Williamsburg,Brooklyn,18962847
Rosedale,Queens,18962916
Bedford-Stuyvesant,Brooklyn,18962999
Midtown,Manhattan,18963479
Bushwick,Brooklyn,18970683
Williamsburg,Brooklyn,18971860
East Harlem,Manhattan,18971993
Gowanus,Brooklyn,18972792
Ditmars Steinway,Queens,18975097
Jackson Heights,Queens,18976585
Williamsburg,Brooklyn,18976933
Roosevelt Island,Manhattan,18979087
West Village,Manhattan,18979981
Kingsbridge,Bronx,18984088
East New York,Brooklyn,18985595
University Heights,Bronx,18988028
Windsor Terrace,Brooklyn,18988814
Boerum Hill,Brooklyn,18989137
Lower East Side,Manhattan,18992110
Hell's Kitchen,Manhattan,18992672
University Heights,Bronx,18992796
Bensonhurst,Brooklyn,18993091
Westerleigh,Staten Island,18993379
Jamaica,Queens,18993398
Sunset Park,Brooklyn,18994394
Arverne,Queens,18994641
Astoria,Queens,18994965
Williamsburg,Brooklyn,18996087
Upper East Side,Manhattan,18996206
Midtown,Manhattan,18996283
Crown Heights,Brooklyn,18996738
Gowanus,Brooklyn,18997233
Prospect Heights,Brooklyn,18997283
Tottenville,Staten Island,18997371
Clinton Hill,Brooklyn,18997373
Bushwick,Brooklyn,18997559
Williamsburg,Brooklyn,18997907
Greenpoint,Brooklyn,18998283
South Slope,Brooklyn,18998595
Gowanus,Brooklyn,18999045
Hell's Kitchen,Manhattan,18999626
Fresh Meadows,Queens,18999839
Williamsburg,Brooklyn,19000161
Greenpoint,Brooklyn,19001879
Williamsburg,Brooklyn,19007359
Bushwick,Brooklyn,19009220
Flatiron District,Manhattan,19010266
Long Island City,Queens,19010699
Bushwick,Brooklyn,19010965
Harlem,Manhattan,19011068
East Village,Manhattan,19011267
East Harlem,Manhattan,19011527
Washington Heights,Manhattan,19011610
Williamsburg,Brooklyn,19012156
Prospect-Lefferts Gardens,Brooklyn,19012181
Canarsie,Brooklyn,19012262
Battery Park City,Manhattan,19012370
Kips Bay,Manhattan,19013171
Hell's Kitchen,Manhattan,19013218
West Village,Manhattan,19013613
Prospect-Lefferts Gardens,Brooklyn,19013673
Chelsea,Manhattan,19015029
Lower East Side,Manhattan,19015421
Chelsea,Manhattan,19015592
Upper East Side,Manhattan,19015637
Harlem,Manhattan,19015721
Astoria,Queens,19017366
Harlem,Manhattan,19017429
Williamsburg,Brooklyn,19017889
Glendale,Queens,19018157
Lower East Side,Manhattan,19018768
Williamsburg,Brooklyn,19018914
Upper West Side,Manhattan,19018987
Williamsburg,Brooklyn,19019159
Upper West Side,Manhattan,19019275
Murray Hill,Manhattan,19019325
Bushwick,Brooklyn,19019762
Roosevelt Island,Manhattan,19021031
East Harlem,Manhattan,19027786
East New York,Brooklyn,19028078
Ozone Park,Queens,19030149
Astoria,Queens,19031108
Washington Heights,Manhattan,19032635
Washington Heights,Manhattan,19032888
Bushwick,Brooklyn,19034388
Bushwick,Brooklyn,19035295
East Village,Manhattan,19035560
Williamsburg,Brooklyn,19036088
Bedford-Stuyvesant,Brooklyn,19036290
Jamaica,Queens,19036361
Morningside Heights,Manhattan,19036742
Forest Hills,Queens,19037873
Clason Point,Bronx,19038705
Bedford-Stuyvesant,Brooklyn,19038815
Flushing,Queens,19044895
Long Island City,Queens,19046687
Lower East Side,Manhattan,19047711
Washington Heights,Manhattan,19048034
Murray Hill,Manhattan,19049100
Battery Park City,Manhattan,19049402
Bushwick,Brooklyn,19049449
Upper West Side,Manhattan,19049579
Crown Heights,Brooklyn,19049956
Bedford-Stuyvesant,Brooklyn,19050995
Washington Heights,Manhattan,19051760
East Village,Manhattan,19051802
Williamsburg,Brooklyn,19052801
Williamsburg,Brooklyn,19053614
Bedford-Stuyvesant,Brooklyn,19054163
Crown Heights,Brooklyn,19054284
Wakefield,Bronx,19054683
Financial District,Manhattan,19054757
Bedford-Stuyvesant,Brooklyn,19055226
Bushwick,Brooklyn,19055440
Cobble Hill,Brooklyn,19056212
Harlem,Manhattan,19056511
Williamsburg,Brooklyn,19056694
Crown Heights,Brooklyn,19057006
Flushing,Queens,19057018
Bedford-Stuyvesant,Brooklyn,19057073
East Harlem,Manhattan,19057479
Inwood,Manhattan,19057619
Hell's Kitchen,Manhattan,19057791
Washington Heights,Manhattan,19058675
Greenwich Village,Manhattan,19058691
Crown Heights,Brooklyn,19062809
Richmond Hill,Queens,19063118
Roosevelt Island,Manhattan,19064354
Bedford-Stuyvesant,Brooklyn,19066190
Greenwich Village,Manhattan,19066476
Astoria,Queens,19067757
Bushwick,Brooklyn,19068247
Harlem,Manhattan,19068469
Upper West Side,Manhattan,19068933
East Village,Manhattan,19069048
Prospect Heights,Brooklyn,19069305
Upper West Side,Manhattan,19069372
Harlem,Manhattan,19069381
Hell's Kitchen,Manhattan,19069649
Greenpoint,Brooklyn,19069726
East Village,Manhattan,19069900
Midtown,Manhattan,19069915
Hell's Kitchen,Manhattan,19069994
East Harlem,Manhattan,19070571
Bushwick,Brooklyn,19071002
Bushwick,Brooklyn,19071374
Murray Hill,Manhattan,19072587
Williamsburg,Brooklyn,19072989
Lower East Side,Manhattan,19073347
Williamsburg,Brooklyn,19073356
South Slope,Brooklyn,19073637
Kensington,Brooklyn,19073760
Midtown,Manhattan,19074024
Murray Hill,Manhattan,19079187
Bushwick,Brooklyn,19080665
Richmond Hill,Queens,19080983
Bronxdale,Bronx,19081224
Midtown,Manhattan,19081969
Bushwick,Brooklyn,19083269
Sunnyside,Queens,19083282
Hell's Kitchen,Manhattan,19083490
Fort Greene,Brooklyn,19084168
Williamsburg,Brooklyn,19085402
Prospect-Lefferts Gardens,Brooklyn,19085687
Bushwick,Brooklyn,19085711
Bedford-Stuyvesant,Brooklyn,19086281
East Harlem,Manhattan,19087480
Flatbush,Brooklyn,19087695
Chinatown,Manhattan,19087867
Midwood,Brooklyn,19093551
Williamsburg,Brooklyn,19093789
Inwood,Manhattan,19094358
Inwood,Manhattan,19094427
Upper West Side,Manhattan,19094459
Greenwich Village,Manhattan,19094558
Hell's Kitchen,Manhattan,19094695
Prospect-Lefferts Gardens,Brooklyn,19094835
Bedford-Stuyvesant,Brooklyn,19094871
Canarsie,Brooklyn,19095902
Flatbush,Brooklyn,19096160
Bedford-Stuyvesant,Brooklyn,19097111
Gramercy,Manhattan,19098169
Kensington,Brooklyn,19098568
Chelsea,Manhattan,19098733
Greenpoint,Brooklyn,19099408
Bedford-Stuyvesant,Brooklyn,19099537
Crown Heights,Brooklyn,19099600
Williamsburg,Brooklyn,19100892
Washington Heights,Manhattan,19100971
Williamsburg,Brooklyn,19102027
Astoria,Queens,19102698
Greenpoint,Brooklyn,19102715
Astoria,Queens,19103027
Williamsburg,Brooklyn,19103622
Longwood,Bronx,19111261
East Harlem,Manhattan,19111734
Bushwick,Brooklyn,19113032
West Village,Manhattan,19114014
Midtown,Manhattan,19114277
Crown Heights,Brooklyn,19114447
Astoria,Queens,19114715
Midtown,Manhattan,19115443
Greenpoint,Brooklyn,19116128
Financial District,Manhattan,19116449
Lower East Side,Manhattan,19116844
Greenpoint,Brooklyn,19117051
Upper East Side,Manhattan,19117207
Midtown,Manhattan,19117322
Greenwich Village,Manhattan,19117903
Harlem,Manhattan,19118405
Financial District,Manhattan,19118803
Upper East Side,Manhattan,19118963
Highbridge,Bronx,19119686
Bedford-Stuyvesant,Brooklyn,19120316
Morningside Heights,Manhattan,19120410
Prospect-Lefferts Gardens,Brooklyn,19120657
Williamsburg,Brooklyn,19121086
Williamsburg,Brooklyn,19121957
Flatlands,Brooklyn,19121995
Carroll Gardens,Brooklyn,19122217
West Village,Manhattan,19122371
West Village,Manhattan,19122452
Upper West Side,Manhattan,19122483
Elmhurst,Queens,19122672
Chelsea,Manhattan,19122738
Tribeca,Manhattan,19123146
Bedford-Stuyvesant,Brooklyn,19123481
Williamsburg,Brooklyn,19123591
Greenpoint,Brooklyn,19126369
East Village,Manhattan,19132312
Upper East Side,Manhattan,19133220
Little Italy,Manhattan,19134112
Williamsburg,Brooklyn,19134150
Upper West Side,Manhattan,19134330
Williamsburg,Brooklyn,19134814
Long Island City,Queens,19134850
Williamsburg,Brooklyn,19135548
Flatbush,Brooklyn,19135811
Lower East Side,Manhattan,19136267
Harlem,Manhattan,19136705
Harlem,Manhattan,19136921
Harlem,Manhattan,19138138
SoHo,Manhattan,19138212
Chelsea,Manhattan,19138221
Harlem,Manhattan,19139234
Park Slope,Brooklyn,19139564
Arverne,Queens,19140331
Ridgewood,Queens,19141112
Far Rockaway,Queens,19141351
Lower East Side,Manhattan,19141391
Richmond Hill,Queens,19141428
Ridgewood,Queens,19141662
Cypress Hills,Brooklyn,19141812
Fort Greene,Brooklyn,19141833
East Village,Manhattan,19142223
Upper West Side,Manhattan,19142325
Greenpoint,Brooklyn,19143826
Midtown,Manhattan,19153081
Bedford-Stuyvesant,Brooklyn,19153259
Gramercy,Manhattan,19153982
Hell's Kitchen,Manhattan,19154108
Boerum Hill,Brooklyn,19154266
East Village,Manhattan,19154276
Williamsburg,Brooklyn,19154733
Jackson Heights,Queens,19155616
Windsor Terrace,Brooklyn,19155632
Cypress Hills,Brooklyn,19156426
Midtown,Manhattan,19157123
Ridgewood,Queens,19157481
Hell's Kitchen,Manhattan,19158672
Bay Ridge,Brooklyn,19160371
Williamsburg,Brooklyn,19160504
Washington Heights,Manhattan,19160912
Williamsburg,Brooklyn,19161316
Bedford-Stuyvesant,Brooklyn,19161510
Harlem,Manhattan,19161785
Morningside Heights,Manhattan,19161964
Bushwick,Brooklyn,19162127
Flatbush,Brooklyn,19162180
Bushwick,Brooklyn,19162211
Greenpoint,Brooklyn,19162441
South Slope,Brooklyn,19162648
Chelsea,Manhattan,19162994
Tribeca,Manhattan,19163061
Harlem,Manhattan,19163361
Upper East Side,Manhattan,19163623
Harlem,Manhattan,19163801
Upper East Side,Manhattan,19163888
East Harlem,Manhattan,19164049
Washington Heights,Manhattan,19164752
Woodside,Queens,19167933
Harlem,Manhattan,19170051
Bushwick,Brooklyn,19170980
Cambria Heights,Queens,19171294
Upper East Side,Manhattan,19171670
Upper East Side,Manhattan,19172071
Midtown,Manhattan,19172876
Chelsea,Manhattan,19173391
Upper West Side,Manhattan,19174466
Kew Gardens Hills,Queens,19174546
East Flatbush,Brooklyn,19174707
Midtown,Manhattan,19175288
Windsor Terrace,Brooklyn,19175513
Woodside,Queens,19175650
Greenpoint,Brooklyn,19175819
Bushwick,Brooklyn,19176053
Flatbush,Brooklyn,19176070
East Village,Manhattan,19176163
East Village,Manhattan,19176222
Hell's Kitchen,Manhattan,19176390
Harlem,Manhattan,19176790
Greenpoint,Brooklyn,19177019
Inwood,Manhattan,19177262
Bushwick,Brooklyn,19177573
Bushwick,Brooklyn,19179372
Chinatown,Manhattan,19179558
Bedford-Stuyvesant,Brooklyn,19179608
Bedford-Stuyvesant,Brooklyn,19179615
Cypress Hills,Brooklyn,19179863
Cypress Hills,Brooklyn,19179961
East Flatbush,Brooklyn,19180465
Williamsburg,Brooklyn,19180787
Harlem,Manhattan,19180868
Mott Haven,Bronx,19181398
Upper East Side,Manhattan,19181504
Upper West Side,Manhattan,19181881
Prospect Heights,Brooklyn,19182026
Chelsea,Manhattan,19182044
Williamsburg,Brooklyn,19183619
Bayside,Queens,19188025
Bayside,Queens,19188166
Inwood,Manhattan,19189347
Williamsburg,Brooklyn,19190179
Upper East Side,Manhattan,19190579
Bushwick,Brooklyn,19190801
Greenpoint,Brooklyn,19191340
Harlem,Manhattan,19192149
Harlem,Manhattan,19193139
Williamsburg,Brooklyn,19193664
Astoria,Queens,19193758
Kips Bay,Manhattan,19194997
Crown Heights,Brooklyn,19195173
Fort Greene,Brooklyn,19195474
Upper East Side,Manhattan,19195537
Lower East Side,Manhattan,19196146
Ridgewood,Queens,19196911
Ridgewood,Queens,19197129
Theater District,Manhattan,19197277
Elmhurst,Queens,19197632
Astoria,Queens,19197983
Greenwich Village,Manhattan,19199353
Bedford-Stuyvesant,Brooklyn,19200160
Bensonhurst,Brooklyn,19200270
Nolita,Manhattan,19203963
Astoria,Queens,19204555
Upper West Side,Manhattan,19206035
Sunnyside,Queens,19206550
Prospect Heights,Brooklyn,19207312
